product_id,product_name,product_company,product_flavour,category,product_size,product_price,product_rate,one_star,two_star,three_star,four_star,five_star,reviews_number,product_quality
34473,"Tazo Teas, Wild Sweet Orange, Herbal Tea, Caffeine-Free, 20 Filterbags, 1.58 oz (45 g)",Tazo Teas," Wild Sweet Orange, Herbal Tea, Caffeine-Free, 20 Filterbags,",Tea,45 g,6.85,4.0,15,15,30,45,102,207,excellent
97663,"RAPIDFIRE, Beauty Tea with Collagen, Berries & Creme, 10 Tea Bag Sachets",RAPIDFIRE," Beauty Tea with Collagen, Berries & Creme,",Tea,10 ,22.39,4.0,0,0,0,1,0,1,excellent
97879,"Tea Drops, Blueberry Acai White, 1.8 oz",Tea Drops," Blueberry Acai White,",Tea,1,17.96,2.5,0,1,1,0,0,2,good
90211,"Further Food, Superfood Matcha, 2.65 oz (75 g)",Further Food," Superfood Matcha,",Tea,75 g,35.86,3.7,1,0,0,0,2,3,good
31014,"Frontier Natural Products, Organic Cut & Sifted Valerian Root, 16 oz (453 g)",Frontier Natural Products," Organic Cut & Sifted Valerian Root,",Tea,453 g,30.03,4.7,2,0,0,2,27,31,excellent
24393,"North American Herb & Spice, Chag-O-Charge, Wild Forest Tea, 3.2 oz (90 g)",North American Herb & Spice," Chag-O-Charge, Wild Forest Tea,",Tea,90 g,45.81,4.0,2,2,3,2,13,22,excellent
40762,"Green Foods , Organic Matcha + Brown Rice Solids, 5.5 oz (156 g)",Green Foods ," Organic Matcha + Brown Rice Solids,",Tea,156 g,23.53,3.9,16,12,12,16,70,126,good
42728,"Harney & Sons, HT Tea Blend, Chinese Flower, 20 Tea Sachets, 1.4 oz (40 g)",Harney & Sons," HT Tea Blend, Chinese Flower, 20 Tea Sachets,",Tea,40 g,15.35,4.3,4,3,9,31,60,107,excellent
97872,"Tea Drops, Vanilla White Tea, 2.5 oz",Tea Drops," Vanilla White Tea,",Tea,2,17.96,4.0,0,0,1,0,1,2,excellent
92087,"RSP Nutrition, Matcha Bomb, Vanilla Chai, 5.3 oz (150 g)",RSP Nutrition," Matcha Bomb, Vanilla Chai,",Tea,150 g,26.94,4.7,1,0,1,1,18,21,excellent
38724,"Starwest Botanicals, Organic Astragalus Root C/S, 1 lb (453.6 g)",Starwest Botanicals," Organic Astragalus Root C/S,",Tea,453,25.72,4.5,2,1,1,6,31,41,excellent
31188,"Frontier Natural Products, Organic Scullcap Herb, 16 oz (453 g)",Frontier Natural Products," Organic Scullcap Herb,",Tea,453 g,40.98,4.8,0,0,0,3,17,20,excellent
37949,"The Tao of Tea, Purple Leaf Varietal, Krishna Tulsi Tea, Caffeine Free, 2.0 oz (57 g)",The Tao of Tea," Purple Leaf Varietal, Krishna Tulsi Tea, Caffeine Free,",Tea,57 g,13.07,3.3,1,0,0,1,1,3,good
56467,"The Tao of Tea, Scented Black Tea, Ginger Peach, 4.0 oz (115 g)",The Tao of Tea," Scented Black Tea, Ginger Peach,",Tea,115 g,19.61,3.0,1,0,0,0,1,2,good
62643,"Fairhaven Health, FertiliTea for Women, 16 Tea Bags, .87 oz (24.8 g)",Fairhaven Health," FertiliTea for Women, 16 Tea Bags,",Tea,24,34.06,4.4,0,0,2,2,6,10,excellent
89618,"Waykana, Amazon Guayusa Tea, Cacao Guayusa, 16 Tea Bags, 1.13 oz (32 g)",Waykana," Amazon Guayusa Tea, Cacao Guayusa, 16 Tea Bags,",Tea,32 g,9.79,4.8,0,0,1,1,10,12,excellent
97873,"Tea Drops, Citrus Ginger, Caffeine Free, 2.5 oz",Tea Drops," Citrus Ginger, Caffeine Free,",Tea,2,17.96,5.0,0,0,0,0,1,1,excellent
95173,"Pukka Herbs, Organic Lemongrass & Ginger, Caffeine-Free, 3 Pack, 20 Herbal Tea Sachets Each",Pukka Herbs," Organic Lemongrass & Ginger, Caffeine-Free, 3 Pack,",Tea,3 ,27.38,5.0,0,0,0,0,1,1,excellent
6080,"Natrol, Laci Le Beau, Super Dieter's Tea, Natural Botanicals, 30 Tea Bags, 2.63 oz (75 g)",Natrol," Laci Le Beau, Super Dieter's Tea, Natural Botanicals, 30 Tea Bags,",Tea,75 g,13.05,4.3,1,0,5,7,17,30,excellent
45005,"Rishi Tea, Organic Loose Leaf Green Tea, Matcha Super Green, 1.76 oz (50 g)",Rishi Tea," Organic Loose Leaf Green Tea, Matcha Super Green,",Tea,50 g,27.76,4.1,0,2,3,1,9,15,excellent
45580,"The Tao of Tea, Organic Yerba Mate Tea, 4.0 oz (114 g)",The Tao of Tea," Organic Yerba Mate Tea,",Tea,114 g,13.89,4.6,0,1,1,0,10,12,excellent
85633,"Pukka Herbs, Organic Turmeric Active, Caffeine-Free, 3 Pack, 20 Herbal Tea Sachets Each  ",Pukka Herbs," Organic Turmeric Active, Caffeine-Free, 3 Pack,",Tea,3 ,not availabe,4.5,1,0,1,2,11,15,excellent
85757,"RAPIDFIRE, SlimTea, 28 Day Herbal Teatox, Matcha Tea, Real Lemon Flavor, 28 Tea Bags",RAPIDFIRE," SlimTea, 28 Day Herbal Teatox, Matcha Tea, Real Lemon Flavor,",Tea,28 ,27.42,5.0,0,0,0,0,2,2,excellent
96960,"Matcha Road, Matcha + Vitamin C, Superfood Drink Mix, Original Flavor, 10 Packets, 0.18 oz (5 g) Each",Matcha Road," Matcha + Vitamin C, Superfood Drink Mix, Original Flavor, 10 Packets,",Tea,5 g,19.77,2.5,5,0,2,1,2,10,good
97149,"Pink Stork, Uplift, Postpartum Mood Tea, Caffeine Free, Refreshing Lime, 15 Pyramid Sachets, 1.32 oz (37.5 g)",Pink Stork," Uplift, Postpartum Mood Tea, Caffeine Free, Refreshing Lime, 15 Pyramid Sachets,",Tea,37,21.55,1.0,1,0,0,0,0,1,poor
95646,"Pink Stork, Heartburn, Indigestion Tea, Lemon Mint, Caffeine Free, 15 Pyramid Sachets, 1.32 oz (37.5 g)",Pink Stork," Heartburn, Indigestion Tea, Lemon Mint, Caffeine Free, 15 Pyramid Sachets,",Tea,37,21.55,5.0,0,0,0,0,1,1,excellent
94929,"Frontier Natural Products, Certified Organic Turmeric Ginger Herbal Tea, 16 oz (453 g)",Frontier Natural Products," Certified Organic Turmeric Ginger Herbal Tea,",Tea,453 g,34.31,4.7,0,0,0,1,2,3,excellent
78661,"Twinings, Seasonal Tea Variety Pack, Special Edition, Holiday, 4 Boxes, 20 Tea Bags Each",Twinings," Seasonal Tea Variety Pack, Special Edition, Holiday, 4 Boxes,",Tea,4 ,32.2,4.4,0,0,5,0,12,17,excellent
78661,"Twinings, Seasonal Tea Variety Pack, Special Edition, Holiday, 4 Boxes, 20 Tea Bags Each",Twinings," Seasonal Tea Variety Pack, Special Edition, Holiday, 4 Boxes,",Tea,4 ,32.2,4.4,0,0,5,0,12,17,excellent
48757,"Dragon Herbs, Shaolin Inner Power eeTee, 2.1 oz (60 g)",Dragon Herbs," Shaolin Inner Power eeTee,",Tea,60 g,70.09,4.1,1,0,1,0,5,7,excellent
4888,"Natrol, Laci Le Beau, Super Dieter's Tea, Lemon Mint, 30 Tea Bags, 2.63 oz (75 g)",Natrol," Laci Le Beau, Super Dieter's Tea, Lemon Mint, 30 Tea Bags,",Tea,75 g,11.42,4.0,3,0,0,4,9,16,excellent
90335,"Navitas Organics, Latte Superfood Drink Mix, Matcha, 10 Packets, 0.31 oz (9 g) Each",Navitas Organics," Latte Superfood Drink Mix, Matcha, 10 Packets,",Tea,9 g,25.88,2.2,2,1,0,0,1,4,poor
90335,"Navitas Organics, Latte Superfood Drink Mix, Matcha, 10 Packets, 0.31 oz (9 g) Each",Navitas Organics," Latte Superfood Drink Mix, Matcha, 10 Packets,",Tea,9 g,25.88,2.2,2,1,0,0,1,4,poor
85612,"Pukka Herbs, Love, Organic Rose, Chamomile & Lavender Tea, Caffeine Free, 3 Pack, 20 Herbal Tea Sachets Each  ",Pukka Herbs," Love, Organic Rose, Chamomile & Lavender Tea, Caffeine Free, 3 Pack,",Tea,3 ,not availabe,3.9,14,17,9,28,67,135,good
95174,"Pukka Herbs, Organic Blackcurrant Beauty, Caffeine-Free, 3 Pack, 20 Fruit Tea Sachets Each",Pukka Herbs," Organic Blackcurrant Beauty, Caffeine-Free, 3 Pack,",Tea,3 ,27.38,3.6,0,0,3,1,1,5,good
97716,"Dr. Axe / Ancient Nutrition, Keto Matcha, Ancient Energy Elixir, 8.5 oz (214 g)",Dr. Axe / Ancient Nutrition," Keto Matcha, Ancient Energy Elixir,",Tea,214 g,69.01,4.0,0,0,1,1,1,3,excellent
88809,"Teami, Bloom Tea Blend, 3.5 oz (100 g)",Teami," Bloom Tea Blend,",Tea,100 g,49.0,4.0,0,0,0,1,0,1,excellent
92989,"TeaPigs, Trim Herbal Tea with Guarana, 15 Tea Temples, 1.32 oz (37.5 g)",TeaPigs," Trim Herbal Tea with Guarana, 15 Tea Temples,",Tea,37,12.24,3.0,0,0,1,0,0,1,good
92996,"TeaPigs, Minty Cool, Peppermint Leaves, Caffeine Free, 15 Tea Temples, 1.1 oz (30 g)",TeaPigs," Minty Cool, Peppermint Leaves, Caffeine Free, 15 Tea Temples,",Tea,30 g,12.24,4.8,0,0,0,1,3,4,excellent
92985,"TeaPigs, Between Green and Black, Tung Ting Oolong Tea, 15 Tea Temples, 1.32 oz",TeaPigs," Between Green and Black, Tung Ting Oolong Tea, 15 Tea Temples,",Tea,15 ,15.24,5.0,0,0,0,0,1,1,excellent
9480,"St. Dalfour, Organic, Black Cherry Tea, 25 Envelopes, 1.75 oz (50 g)  ",St. Dalfour," Organic, Black Cherry Tea, 25 Envelopes,",Tea,50 g,not availabe,4.2,22,20,65,102,253,462,excellent
9542,"Eden Foods, Organic Sencha, Uji Cha, Loose Green Tea, 2.25 oz (63 g)  ",Eden Foods," Organic Sencha, Uji Cha, Loose Green Tea,",Tea,63 g,not availabe,4.3,3,6,3,12,43,67,excellent
6805,"Traditional Medicinals, Seasonal Teas, Gypsy Cold Care, Naturally Caffeine Free, 16 Wrapped Tea Bags, .99 oz (28 g)",Traditional Medicinals," Seasonal Teas, Gypsy Cold Care, Naturally Caffeine Free, 16 Wrapped Tea Bags,",Tea,28 g,7.88,4.7,0,0,1,12,42,55,excellent
6805,"Traditional Medicinals, Seasonal Teas, Gypsy Cold Care, Naturally Caffeine Free, 16 Wrapped Tea Bags, .99 oz (28 g)",Traditional Medicinals," Seasonal Teas, Gypsy Cold Care, Naturally Caffeine Free, 16 Wrapped Tea Bags,",Tea,28 g,7.88,4.7,0,0,1,12,42,55,excellent
5329,"Natrol, Laci Le Beau, Super Dieter's Tea, Cinnamon Spice, 30 Tea Bags, 2.63 oz (75 g)  ",Natrol," Laci Le Beau, Super Dieter's Tea, Cinnamon Spice, 30 Tea Bags,",Tea,75 g,not availabe,3.8,2,3,2,5,9,21,good
5492,"Yogi Tea, Pure Green, Green Tea, 16 Tea Bags, 1.09 oz (31 g)  ",Yogi Tea," Pure Green, Green Tea, 16 Tea Bags,",Tea,31 g,not availabe,4.5,1,1,0,0,12,14,excellent
10327,"Eden Foods, Organic, Sencha Green Tea, 16 Tea Bags, .84 oz (24 g)  ",Eden Foods," Organic, Sencha Green Tea, 16 Tea Bags,",Tea,24 g,not availabe,4.3,3,6,3,12,43,67,excellent
10327,"Eden Foods, Organic, Sencha Green Tea, 16 Tea Bags, .84 oz (24 g)  ",Eden Foods," Organic, Sencha Green Tea, 16 Tea Bags,",Tea,24 g,not availabe,4.3,3,6,3,12,43,67,excellent
11129,"St. Dalfour, Organic, Green Tea, Golden Mango, 25 Envelopes, 1.75 oz (50 g)  ",St. Dalfour," Organic, Green Tea, Golden Mango, 25 Envelopes,",Tea,50 g,not availabe,4.4,114,135,345,695,2380,3669,excellent
11129,"St. Dalfour, Organic, Green Tea, Golden Mango, 25 Envelopes, 1.75 oz (50 g)  ",St. Dalfour," Organic, Green Tea, Golden Mango, 25 Envelopes,",Tea,50 g,not availabe,4.4,114,135,345,695,2380,3669,excellent
45572,"The Tao of Tea, Ceylon Black Tea, Orange Pekoe, 3.5 oz (100 g)  ",The Tao of Tea," Ceylon Black Tea, Orange Pekoe,",Tea,100 g,not availabe,4.2,2,1,2,6,15,26,excellent
43413,"Twinings, Earl Grey, Black Tea, Decaffeinated, 25 Tea Bags, 1.54 oz (43 g)",Twinings," Earl Grey, Black Tea, Decaffeinated, 25 Tea Bags,",Tea,43 g,7.91,4.4,6,5,9,19,90,129,excellent
44573,"Dr. Mercola, Royal Matcha Green Tea, 1.06 oz (30 g)",Dr. Mercola," Royal Matcha Green Tea,",Tea,30 g,51.58,4.6,0,1,1,4,17,23,excellent
46605,"Dragon Herbs, He Shou Wu eeTee, 2.1 oz (60 g)",Dragon Herbs," He Shou Wu eeTee,",Tea,60 g,69.19,4.0,1,0,1,3,4,9,excellent
46605,"Dragon Herbs, He Shou Wu eeTee, 2.1 oz (60 g)",Dragon Herbs," He Shou Wu eeTee,",Tea,60 g,69.19,4.0,1,0,1,3,4,9,excellent
41680,"Organic India, Tulsi Tea, Tummy, Caffeine-Free, 18 Infusion Bags, 1.14 oz (32.4 g)  ",Organic India," Tulsi Tea, Tummy, Caffeine-Free, 18 Infusion Bags,",Tea,32,not availabe,4.7,0,0,0,5,14,19,excellent
41474,"Traditional Medicinals, Just for Kids, Organic Tummy Comfort, Naturally Caffeine Free Herbal Tea, 18 Wrapped Tea Bags, .96 oz (27 g)  ",Traditional Medicinals," Just for Kids, Organic Tummy Comfort, Naturally Caffeine Free Herbal Tea, 18 Wrapped Tea Bags,",Tea,27 g,not availabe,4.9,0,0,0,1,11,12,excellent
27350,"St. Dalfour, Organic, Green Tea, Strawberry Rose, 25 Envelopes, 1.75 oz (50 g)  ",St. Dalfour," Organic, Green Tea, Strawberry Rose, 25 Envelopes,",Tea,50 g,not availabe,4.2,16,19,47,80,217,379,excellent
27545,"Stash Tea, Black Tea, Peach, 20 Tea Bags, 1.3 oz (38 g)  ",Stash Tea," Black Tea, Peach, 20 Tea Bags,",Tea,38 g,not availabe,4.2,2,4,5,5,26,42,excellent
27542,"Stash Tea, Herbal Tea, Acai Berry, Caffeine Free, 18 Tea Bags, 1.1 oz (34 g)  ",Stash Tea," Herbal Tea, Acai Berry, Caffeine Free, 18 Tea Bags,",Tea,34 g,not availabe,4.1,3,3,12,25,36,79,excellent
37940,"The Tao of Tea, Handrolled Leaves Green Tea, Jasmine Pearls, 3 oz (85 g)",The Tao of Tea," Handrolled Leaves Green Tea, Jasmine Pearls,",Tea,85 g,26.47,4.6,3,0,3,11,58,75,excellent
37940,"The Tao of Tea, Handrolled Leaves Green Tea, Jasmine Pearls, 3 oz (85 g)",The Tao of Tea," Handrolled Leaves Green Tea, Jasmine Pearls,",Tea,85 g,26.47,4.6,3,0,3,11,58,75,excellent
37956,"The Tao of Tea, Organic Herbal Blend, Chamomile Lavender, Caffeine Free, 2 oz (57 g)  ",The Tao of Tea," Organic Herbal Blend, Chamomile Lavender, Caffeine Free,",Tea,57 g,not availabe,4.0,5,2,6,14,25,52,excellent
37956,"The Tao of Tea, Organic Herbal Blend, Chamomile Lavender, Caffeine Free, 2 oz (57 g)  ",The Tao of Tea," Organic Herbal Blend, Chamomile Lavender, Caffeine Free,",Tea,57 g,not availabe,4.0,5,2,6,14,25,52,excellent
38259,"Twinings, Organic Black Tea, Chai, 20 Tea Bags, 1.41 oz (40 g)  ",Twinings," Organic Black Tea, Chai, 20 Tea Bags,",Tea,40 g,not availabe,4.5,0,0,3,7,17,27,excellent
38259,"Twinings, Organic Black Tea, Chai, 20 Tea Bags, 1.41 oz (40 g)  ",Twinings," Organic Black Tea, Chai, 20 Tea Bags,",Tea,40 g,not availabe,4.5,0,0,3,7,17,27,excellent
38261,"Twinings, 100% Organic Green Tea, Pure Green, 20 Tea Bags, 1.27 oz (36 g)  ",Twinings," 100% Organic Green Tea, Pure Green, 20 Tea Bags,",Tea,36 g,not availabe,4.4,0,1,4,3,16,24,excellent
38261,"Twinings, 100% Organic Green Tea, Pure Green, 20 Tea Bags, 1.27 oz (36 g)  ",Twinings," 100% Organic Green Tea, Pure Green, 20 Tea Bags,",Tea,36 g,not availabe,4.4,0,1,4,3,16,24,excellent
38267,"Twinings, Organic Black Tea, Earl Grey, 20 Tea Bags, 1.27 oz (36 g)  ",Twinings," Organic Black Tea, Earl Grey, 20 Tea Bags,",Tea,36 g,not availabe,3.8,5,0,4,7,14,30,good
38267,"Twinings, Organic Black Tea, Earl Grey, 20 Tea Bags, 1.27 oz (36 g)  ",Twinings," Organic Black Tea, Earl Grey, 20 Tea Bags,",Tea,36 g,not availabe,3.8,5,0,4,7,14,30,good
38268,"Twinings, 100% Organic Herbal Tea, Peppermint, 20 Tea Bags, 1.41 oz (40 g)  ",Twinings," 100% Organic Herbal Tea, Peppermint, 20 Tea Bags,",Tea,40 g,not availabe,3.8,1,2,4,4,8,19,good
38268,"Twinings, 100% Organic Herbal Tea, Peppermint, 20 Tea Bags, 1.41 oz (40 g)  ",Twinings," 100% Organic Herbal Tea, Peppermint, 20 Tea Bags,",Tea,40 g,not availabe,3.8,1,2,4,4,8,19,good
38262,"Twinings, 100% Organic Green Tea with Jasmine, 20 Tea Bags, 1.41 oz (40 g)  ",Twinings," 100% Organic Green Tea with Jasmine, 20 Tea Bags,",Tea,40 g,not availabe,4.2,2,4,2,9,23,40,excellent
38262,"Twinings, 100% Organic Green Tea with Jasmine, 20 Tea Bags, 1.41 oz (40 g)  ",Twinings," 100% Organic Green Tea with Jasmine, 20 Tea Bags,",Tea,40 g,not availabe,4.2,2,4,2,9,23,40,excellent
26712,"Stash Tea, Black Tea, Chai Spice, 20 Tea Bags, 1.3 oz (38 g)  ",Stash Tea," Black Tea, Chai Spice, 20 Tea Bags,",Tea,38 g,not availabe,4.1,4,3,7,9,33,56,excellent
26712,"Stash Tea, Black Tea, Chai Spice, 20 Tea Bags, 1.3 oz (38 g)  ",Stash Tea," Black Tea, Chai Spice, 20 Tea Bags,",Tea,38 g,not availabe,4.1,4,3,7,9,33,56,excellent
26715,"Stash Tea, Black Tea, English Breakfast, 20 Tea Bags, 1.4 oz (40 g)  ",Stash Tea," Black Tea, English Breakfast, 20 Tea Bags,",Tea,40 g,not availabe,4.3,3,4,7,19,52,85,excellent
26715,"Stash Tea, Black Tea, English Breakfast, 20 Tea Bags, 1.4 oz (40 g)  ",Stash Tea," Black Tea, English Breakfast, 20 Tea Bags,",Tea,40 g,not availabe,4.3,3,4,7,19,52,85,excellent
26733,"Stash Tea, Green Tea, Organic Lemon Ginger, 18 Tea Bags, 1.2 oz (36 g)  ",Stash Tea," Green Tea, Organic Lemon Ginger, 18 Tea Bags,",Tea,36 g,not availabe,4.4,1,3,8,11,41,64,excellent
26733,"Stash Tea, Green Tea, Organic Lemon Ginger, 18 Tea Bags, 1.2 oz (36 g)  ",Stash Tea," Green Tea, Organic Lemon Ginger, 18 Tea Bags,",Tea,36 g,not availabe,4.4,1,3,8,11,41,64,excellent
26718,"Stash Tea, Green Tea & Matcha, Ginger Peach, 18 Tea Bags, 1.2 oz (36 g)  ",Stash Tea," Green Tea & Matcha, Ginger Peach, 18 Tea Bags,",Tea,36 g,not availabe,4.4,3,4,5,14,59,85,excellent
26725,"Stash Tea, Black Tea, Decaf English Breakfast, 18 Tea Bags, 1.2 oz (36 g)  ",Stash Tea," Black Tea, Decaf English Breakfast, 18 Tea Bags,",Tea,36 g,not availabe,4.0,4,0,6,10,17,37,excellent
26728,"Stash Tea, Herbal Tea, Organic Cascade Mint, Caffeine-Free, 18 Tea Bags, 0.6 oz (18 g)  ",Stash Tea," Herbal Tea, Organic Cascade Mint, Caffeine-Free, 18 Tea Bags,",Tea,18 g,not availabe,4.5,2,0,1,8,24,35,excellent
26732,"Stash Tea, Green Tea, Organic Premium Green , 18 Tea Bags, 1.1 oz (33 g)  ",Stash Tea," Green Tea, Organic Premium Green , 18 Tea Bags,",Tea,33 g,not availabe,4.3,0,2,2,8,15,27,excellent
26734,"Stash Tea, Organic, White Tea With Mint, 18 Tea Bags, 0.8 oz (24 g)  ",Stash Tea," Organic, White Tea With Mint, 18 Tea Bags,",Tea,24 g,not availabe,4.6,0,2,1,10,35,48,excellent
54501,"Teeccino, Roasted Herbal Tea, Vanilla Nut, Medium Roast, Caffeine Free, 10 Tea Bags, 2.12 oz (60 g)  ",Teeccino," Roasted Herbal Tea, Vanilla Nut, Medium Roast, Caffeine Free, 10 Tea Bags,",Tea,60 g,not availabe,4.5,2,3,3,16,58,82,excellent
54501,"Teeccino, Roasted Herbal Tea, Vanilla Nut, Medium Roast, Caffeine Free, 10 Tea Bags, 2.12 oz (60 g)  ",Teeccino," Roasted Herbal Tea, Vanilla Nut, Medium Roast, Caffeine Free, 10 Tea Bags,",Tea,60 g,not availabe,4.5,2,3,3,16,58,82,excellent
12338,"Eden Foods, Organic, Kukicha Twig Tea, 16 Tea Bags, 1.12 oz (32 g)  ",Eden Foods," Organic, Kukicha Twig Tea, 16 Tea Bags,",Tea,32 g,not availabe,4.3,5,2,3,17,46,73,excellent
13292,"St. Dalfour, Organic, Earl Grey Tea, 25 Tea Bags, 1.75 oz (50 g)   ",St. Dalfour," Organic, Earl Grey Tea, 25 Tea Bags,",Tea,50 g,not availabe,4.1,51,54,83,139,424,751,excellent
13906,"St. Dalfour, Organic Strawberry Tea, 25 Envelopes, 1.75 oz (50 g)",St. Dalfour," Organic Strawberry Tea, 25 Envelopes,",Tea,50 g,5.09,4.4,31,35,115,243,658,1082,excellent
71142,"Teeccino, Roasted Herbal Tea, Dandelion Mocha Mint, Caffeine Free, 10 Tea Bags, 2.12 oz (60 g)  ",Teeccino," Roasted Herbal Tea, Dandelion Mocha Mint, Caffeine Free, 10 Tea Bags,",Tea,60 g,not availabe,3.9,3,2,2,1,13,21,good
71144,"Teeccino, Roasted Herbal Tea, Dandelion Coconut Organic, Caffeine Free, 10 Tea Bags, 2.12 oz (60 g)  ",Teeccino," Roasted Herbal Tea, Dandelion Coconut Organic, Caffeine Free, 10 Tea Bags,",Tea,60 g,not availabe,4.2,2,2,1,1,14,20,excellent
70566,"Twinings, Green Tea, Lemon, 20 Tea Bags - 1.41 oz (40 g)  ",Twinings," Green Tea, Lemon,",Tea,40 g,not availabe,4.5,1,1,0,2,15,19,excellent
70572,"Twinings, 100% Pure Black Tea, Irish Breakfast, Decaffeinated, 20 Tea Bags, 1.41 oz (40 g) Each  ",Twinings," 100% Pure Black Tea, Irish Breakfast, Decaffeinated, 20 Tea Bags,",Tea,40 g,not availabe,4.1,3,2,0,4,15,24,excellent
70574,"Twinings, Herbal Tea, Pure Rooibos Red Tea, Caffeine Free, 20 Tea Bags, 1.41 oz (40 g)  ",Twinings," Herbal Tea, Pure Rooibos Red Tea, Caffeine Free, 20 Tea Bags,",Tea,40 g,not availabe,4.1,0,1,1,7,5,14,excellent
70847,"Stash Tea, Herbal Tea, Chamomile Nights, Caffeine Free, 20 Tea Bags, 0.6 oz (18 g)  ",Stash Tea," Herbal Tea, Chamomile Nights, Caffeine Free, 20 Tea Bags,",Tea,18 g,not availabe,4.0,1,1,6,1,12,21,excellent
70849,"Stash Tea, Oolong Tea, Coconut Mango, 18 Tea Bags, 1.2 oz (35 g)  ",Stash Tea," Oolong Tea, Coconut Mango, 18 Tea Bags,",Tea,35 g,not availabe,3.7,0,6,8,9,10,33,good
28912,"Numi Tea, Organic Tea, Green Tea, Gunpowder Green, 18 Tea Bags, 1.27 oz (36 g)  ",Numi Tea," Organic Tea, Green Tea, Gunpowder Green, 18 Tea Bags,",Tea,36 g,not availabe,4.5,1,0,2,2,14,19,excellent
28912,"Numi Tea, Organic Tea, Green Tea, Gunpowder Green, 18 Tea Bags, 1.27 oz (36 g)  ",Numi Tea," Organic Tea, Green Tea, Gunpowder Green, 18 Tea Bags,",Tea,36 g,not availabe,4.5,1,0,2,2,14,19,excellent
28916,"Numi Tea, Organic Black Tea, Medium Caffeine, Golden Chai, 18 Tea Bags, 1.65 oz (46.8 g)  ",Numi Tea," Organic Black Tea, Medium Caffeine, Golden Chai, 18 Tea Bags,",Tea,46,not availabe,4.5,0,1,2,4,15,22,excellent
28916,"Numi Tea, Organic Black Tea, Medium Caffeine, Golden Chai, 18 Tea Bags, 1.65 oz (46.8 g)  ",Numi Tea," Organic Black Tea, Medium Caffeine, Golden Chai, 18 Tea Bags,",Tea,46,not availabe,4.5,0,1,2,4,15,22,excellent
28918,"Numi Tea, Organic Tea, Green Tea, Mate Lemon, 18 Tea Bags, 1.46 oz (41.4 g)  ",Numi Tea," Organic Tea, Green Tea, Mate Lemon, 18 Tea Bags,",Tea,41,not availabe,4.7,0,1,1,3,26,31,excellent
28918,"Numi Tea, Organic Tea, Green Tea, Mate Lemon, 18 Tea Bags, 1.46 oz (41.4 g)  ",Numi Tea," Organic Tea, Green Tea, Mate Lemon, 18 Tea Bags,",Tea,41,not availabe,4.7,0,1,1,3,26,31,excellent
57363,"Stash Tea, Black Tea, Salted Caramel Mate, 18 Tea Bags, 1.2 oz (36 g)  ",Stash Tea," Black Tea, Salted Caramel Mate, 18 Tea Bags,",Tea,36 g,not availabe,3.3,11,11,10,2,23,57,good
57440,"Crystal Star, Liver Cleanse Flushing Tea, 3 oz (85 g)",Crystal Star," Liver Cleanse Flushing Tea,",Tea,85 g,25.29,4.5,1,2,5,9,45,62,excellent
92979,"TeaPigs, Morning Glory, English Breakfast, 50 Tea Temples, 5.82 oz",TeaPigs," Morning Glory, English Breakfast, 50 Tea Temples,",Tea,50 ,32.68,3.0,2,0,0,0,2,4,good
92979,"TeaPigs, Morning Glory, English Breakfast, 50 Tea Temples, 5.82 oz",TeaPigs," Morning Glory, English Breakfast, 50 Tea Temples,",Tea,50 ,32.68,3.0,2,0,0,0,2,4,good
92980,"TeaPigs, Green with Envy, Mao Feng Green Tea, Loose Leaf Tea, 7.05 oz (200 g)",TeaPigs," Green with Envy, Mao Feng Green Tea, Loose Leaf Tea,",Tea,200 g,27.45,5.0,0,0,0,0,1,1,excellent
92980,"TeaPigs, Green with Envy, Mao Feng Green Tea, Loose Leaf Tea, 7.05 oz (200 g)",TeaPigs," Green with Envy, Mao Feng Green Tea, Loose Leaf Tea,",Tea,200 g,27.45,5.0,0,0,0,0,1,1,excellent
92982,"TeaPigs, Dream On, Chamomile Flowers, Loose Leaf Tea, Caffeine Free, 3.5 oz (100 g)",TeaPigs," Dream On, Chamomile Flowers, Loose Leaf Tea, Caffeine Free,",Tea,100 g,13.07,5.0,0,0,0,0,5,5,excellent
92982,"TeaPigs, Dream On, Chamomile Flowers, Loose Leaf Tea, Caffeine Free, 3.5 oz (100 g)",TeaPigs," Dream On, Chamomile Flowers, Loose Leaf Tea, Caffeine Free,",Tea,100 g,13.07,5.0,0,0,0,0,5,5,excellent
92983,"TeaPigs, Oriental Treasure, Jasmine Pearls, 15 Tea Temples, 1.32 oz",TeaPigs," Oriental Treasure, Jasmine Pearls, 15 Tea Temples,",Tea,15 ,15.24,5.0,0,0,0,0,1,1,excellent
92983,"TeaPigs, Oriental Treasure, Jasmine Pearls, 15 Tea Temples, 1.32 oz",TeaPigs," Oriental Treasure, Jasmine Pearls, 15 Tea Temples,",Tea,15 ,15.24,5.0,0,0,0,0,1,1,excellent
34456,"Tazo Teas, Awake English Breakfast, Black Tea, 20 Filterbags, 1.8 oz (51 g)",Tazo Teas," Awake English Breakfast, Black Tea, 20 Filterbags,",Tea,51 g,7.66,4.4,1,6,11,17,64,99,excellent
34468,"Tazo Teas, Herbal Tea, Refresh Mint, Caffeine-Free, 20 Filterbags, 0.8oz (24 g)  ",Tazo Teas," Herbal Tea, Refresh Mint, Caffeine-Free, 20 Filterbags,",Tea,24 g,not availabe,4.6,1,1,5,16,67,90,excellent
